,FCA
commit141--commit142,100
commit142--commit143,100
commit143--commit144,100
commit144--commit145,100
commit145--commit146,100
commit146--commit147,100
commit147--commit148,100
commit148--commit149,100
commit149--commit150,98.27338129
commit150--commit151,100
commit151--commit152,100
commit152--commit153,100
commit153--commit154,100
commit154--commit155,100
commit155--commit156,100
commit156--commit157,100
commit157--commit158,100
commit158--commit159,100
commit159--commit160,100
commit160--commit161,100
commit161--commit162,100
commit162--commit163,100
commit163--commit164,100
commit164--commit165,100
commit165--commit166,100
commit166--commit167,100
commit167--commit168,100
commit168--commit169,100
commit169--commit170,100
commit170--commit171,100
commit171--commit172,100
commit172--commit173,100
commit173--commit174,100
commit174--commit175,92.12043562
commit175--commit176,100
commit176--commit177,100
commit177--commit178,100
commit178--commit179,100
commit179--commit180,100
commit180--commit181,100
commit181--commit182,100
commit182--commit183,100
commit183--commit184,100
commit184--commit185,98.46851957
commit185--commit186,95.16227802
commit186--commit187,100
commit187--commit188,100
commit188--commit189,100
commit189--commit190,100
commit190--commit191,100
commit191--commit192,100
commit192--commit193,100
commit193--commit194,100
commit194--commit195,100
commit195--commit196,99.72826087
commit196--commit197,100
commit197--commit198,100
commit198--commit199,100
commit199--commit200,100
commit200--commit201,100
commit201--commit202,100
commit202--commit203,100
commit203--commit204,100
commit204--commit205,96.0371517
commit205--commit206,100
commit206--commit207,100
commit207--commit208,100
commit208--commit209,96.18033813
commit209--commit210,100
commit210--commit211,100
commit211--commit212,100
commit212--commit213,100
commit213--commit214,100
commit214--commit215,100
commit215--commit216,100
commit216--commit217,93.94329897
commit217--commit218,100
commit218--commit219,97.61006289
commit219--commit220,100
commit220--commit221,100
commit221--commit222,100
commit222--commit223,100
commit223--commit224,100
commit224--commit225,100
commit225--commit226,100
commit226--commit227,100
commit227--commit228,100
commit228--commit229,100
commit229--commit230,100
commit230--commit231,100
commit231--commit232,93.93173198
commit232--commit233,100
commit233--commit234,100
commit234--commit235,96.77790564
commit235--commit236,96.77790564
commit236--commit237,97.11981567
commit237--commit238,99.67069155
commit238--commit239,100
commit239--commit240,100
commit240--commit241,100
commit241--commit242,100
commit242--commit243,100
commit243--commit244,100
commit244--commit245,100
commit245--commit246,99.78106185
commit246--commit247,100
commit247--commit248,100
commit248--commit249,100
commit249--commit250,100
commit250--commit251,100
commit251--commit252,100
commit252--commit253,100
commit253--commit254,100
commit254--commit255,100
commit255--commit256,100
commit256--commit257,100
commit257--commit258,100
commit258--commit259,100
commit259--commit260,100
commit260--commit261,100
commit261--commit262,100
commit262--commit263,100
commit263--commit264,100
commit264--commit265,99.67302452
commit265--commit266,92.79464745
commit266--commit267,100
commit267--commit268,100
commit268--commit269,100
commit269--commit270,100
commit270--commit271,100
commit271--commit272,100
commit272--commit273,100
commit273--commit274,99.5620438
commit274--commit275,99.61371318
commit275--commit276,100
commit276--commit277,100
commit277--commit278,97.67103348
commit278--commit279,100
commit279--commit280,100
commit280--commit281,100
commit281--commit282,100
commit282--commit283,100
commit283--commit284,100
commit284--commit285,100
commit285--commit286,100
commit286--commit287,100
commit287--commit288,100
commit288--commit289,100
commit289--commit290,100
commit290--commit291,100
commit291--commit292,100
commit292--commit293,100
commit293--commit294,100
commit294--commit295,100
commit295--commit296,100
commit296--commit297,100
commit297--commit298,100
commit298--commit299,100
commit299--commit300,100
commit300--commit301,100
commit301--commit302,100
commit302--commit303,100
commit303--commit304,100
commit304--commit305,100
commit305--commit306,100
commit306--commit307,100
commit307--commit308,100
commit308--commit309,100
commit309--commit310,100
commit310--commit311,100
commit311--commit312,100
commit312--commit313,100
commit313--commit314,100
commit314--commit315,100
commit315--commit316,100
commit316--commit317,100
commit317--commit318,100
commit318--commit319,100
commit319--commit320,100
commit320--commit321,100
commit321--commit322,100
commit322--commit323,100
commit323--commit324,100
commit324--commit325,100
commit325--commit326,100
commit326--commit327,100
commit327--commit328,100
commit328--commit329,100
commit329--commit330,100
commit330--commit331,100
commit331--commit332,100
commit332--commit333,99.21104536
commit333--commit334,100
commit334--commit335,100
commit335--commit336,100
commit336--commit337,100
commit337--commit338,100
commit338--commit339,100
commit339--commit340,100
commit340--commit341,100
commit341--commit342,100
commit342--commit343,100
commit343--commit344,100
commit344--commit345,100
commit345--commit346,100
commit346--commit347,100
commit347--commit348,100
commit348--commit349,100
commit349--commit350,99.17435648
commit350--commit351,100
commit351--commit352,100
commit352--commit353,100
commit353--commit354,100
commit354--commit355,100
commit355--commit356,100
commit356--commit357,100
commit357--commit358,100
commit358--commit359,100
commit359--commit360,100
commit360--commit361,100
commit361--commit362,97.454882
commit362--commit363,100
commit363--commit364,97.23337796
commit364--commit365,100
commit365--commit366,98.75
commit366--commit367,100
commit367--commit368,100
commit368--commit369,100
commit369--commit370,100
commit370--commit371,100
commit371--commit372,96.94621696
commit372--commit373,100
commit373--commit374,100
commit374--commit375,99.81634527
commit375--commit376,99.35454126
commit376--commit377,100
commit377--commit378,100
commit378--commit379,100
commit379--commit380,100
commit380--commit381,100
commit381--commit382,100
commit382--commit383,100
commit383--commit384,99.57706767
commit384--commit385,97.65936255
commit385--commit386,100
commit386--commit387,99.7915581
commit387--commit388,100
commit388--commit389,100
commit389--commit390,100
commit390--commit391,93.72317597
commit391--commit392,100
commit392--commit393,99.66869133
commit393--commit394,100
commit394--commit395,99.61474959
commit395--commit396,99.9449945
commit396--commit397,99.67014843
commit397--commit398,99.94505495
commit398--commit399,100
commit399--commit400,100
commit400--commit401,100
commit401--commit402,100
commit402--commit403,99.83525535
commit403--commit404,100
commit404--commit405,96.996997
commit405--commit406,100
commit406--commit407,100
commit407--commit408,100
commit408--commit409,100
commit409--commit410,100
commit410--commit411,100
commit411--commit412,94.06623735
commit412--commit413,100
commit413--commit414,100
commit414--commit415,100
commit415--commit416,100
commit416--commit417,100
commit417--commit418,100
commit418--commit419,100
commit419--commit420,100
commit420--commit421,100
commit421--commit422,100
commit422--commit423,100
commit423--commit424,100
commit424--commit425,97.40443605
commit425--commit426,100
commit426--commit427,100
commit427--commit428,99.80620155
commit428--commit429,100
commit429--commit430,93.8722966
commit430--commit431,99.94505495
commit431--commit432,100
commit432--commit433,100
commit433--commit434,100
commit434--commit435,100
commit435--commit436,100
commit436--commit437,100
commit437--commit438,100
commit438--commit439,100
commit439--commit440,100
commit440--commit441,100
commit441--commit442,100
commit442--commit443,100
commit443--commit444,100
commit444--commit445,100
commit445--commit446,100
commit446--commit447,100
commit447--commit448,100
commit448--commit449,100
commit449--commit450,100
commit450--commit451,100
commit451--commit452,100
commit452--commit453,100
commit453--commit454,100
commit454--commit455,100
commit455--commit456,100
commit456--commit457,100
commit457--commit458,100
commit458--commit459,100
commit459--commit460,100
commit460--commit461,100
commit461--commit462,100
commit462--commit463,100
commit463--commit464,100
commit464--commit465,100
commit465--commit466,100
commit466--commit467,100
commit467--commit468,100
commit468--commit469,99.38340807
commit469--commit470,99.38340807
commit470--commit471,100
commit471--commit472,100
commit472--commit473,100
commit473--commit474,17.39570164
commit474--commit475,100
commit475--commit476,100
commit476--commit477,100
commit477--commit478,17.39570164
commit478--commit479,17.39570164
commit479--commit480,100
commit480--commit481,100
commit481--commit482,100
commit482--commit483,99.12353233
commit483--commit484,100
commit484--commit485,100
commit485--commit486,100
commit486--commit487,100
commit487--commit488,100
commit488--commit489,99.96669997
commit489--commit490,98.39217636
commit490--commit491,100
commit491--commit492,95.01345575
commit492--commit493,100
commit493--commit494,100
commit494--commit495,100
commit495--commit496,100
commit496--commit497,100
commit497--commit498,99.18032787
commit498--commit499,100
commit499--commit500,100
commit500--commit501,100
commit501--commit502,99.90567521
commit502--commit503,99.98429155
commit503--commit504,100
commit504--commit505,99.52516619
commit505--commit506,100
commit506--commit507,99.98405104
commit507--commit508,98.92828999
commit508--commit509,100
commit509--commit510,100
commit510--commit511,100
commit511--commit512,100
commit512--commit513,100
commit513--commit514,100
commit514--commit515,100
commit515--commit516,100
commit516--commit517,100
commit517--commit518,100
commit518--commit519,100
commit519--commit520,100
commit520--commit521,100
commit521--commit522,100
commit522--commit523,100
commit523--commit524,100
commit524--commit525,100
commit525--commit526,100
commit526--commit527,100
commit527--commit528,100
commit528--commit529,100
commit529--commit530,17.7184466
commit530--commit531,17.7184466
commit531--commit532,100
commit532--commit533,100
commit533--commit534,84.89053346
commit534--commit535,100
commit535--commit536,17.39130435
commit536--commit537,17.39130435
commit537--commit538,100
commit538--commit539,17.39130435
commit539--commit540,17.39130435
commit540--commit541,100
commit541--commit542,100
commit542--commit543,17.39130435
commit543--commit544,17.39130435
commit544--commit545,17.39130435
commit545--commit546,100
commit546--commit547,17.39130435
commit547--commit548,100
commit548--commit549,100
commit549--commit550,100
commit550--commit551,100
commit551--commit552,100
commit552--commit553,100
commit553--commit554,17.39130435
commit554--commit555,17.39130435
commit555--commit556,17.39130435
commit556--commit557,100
commit557--commit558,100
commit558--commit559,100
commit559--commit560,17.39130435
commit560--commit561,100
commit561--commit562,99.81651376
commit562--commit563,100
commit563--commit564,100
commit564--commit565,100
commit565--commit566,100
commit566--commit567,100
commit567--commit568,95.7951312
commit568--commit569,100
commit569--commit570,100
commit570--commit571,100
commit571--commit572,100
commit572--commit573,100
commit573--commit574,100
commit574--commit575,100
commit575--commit576,100
commit576--commit577,100
commit577--commit578,100
commit578--commit579,100
commit579--commit580,100
commit580--commit581,16.16314199
commit581--commit582,100
commit582--commit583,16.16314199
commit583--commit584,100
commit584--commit585,16.16314199
commit585--commit586,16.16314199
commit586--commit587,16.16314199
commit587--commit588,16.16314199
commit588--commit589,100
commit589--commit590,96.92065986
commit590--commit591,100
commit591--commit592,100
commit592--commit593,100
commit593--commit594,96.50707618
commit594--commit595,99.77585176
commit595--commit596,100
commit596--commit597,99.91051454
commit597--commit598,100
commit598--commit599,100
commit599--commit600,100
commit600--commit601,100
commit601--commit602,100
commit602--commit603,100
commit603--commit604,100
commit604--commit605,100
commit605--commit606,100
commit606--commit607,100
commit607--commit608,100
commit608--commit609,99.51785445
commit609--commit610,98.6962963
commit610--commit611,100
commit611--commit612,100
commit612--commit613,100
commit613--commit614,100
commit614--commit615,100
commit615--commit616,100
commit616--commit617,18.69714286
commit617--commit618,18.69714286
commit618--commit619,18.69714286
commit619--commit620,100
commit620--commit621,100
commit621--commit622,100
commit622--commit623,100
commit623--commit624,100
commit624--commit625,18.69714286
commit625--commit626,100
commit626--commit627,99.7983871
commit627--commit628,99.7983871
commit628--commit629,100
commit629--commit630,100
commit630--commit631,18.69714286
commit631--commit632,18.69714286
commit632--commit633,18.69714286
commit633--commit634,100
commit634--commit635,18.69714286
commit635--commit636,100
commit636--commit637,18.69714286
commit637--commit638,100
commit638--commit639,18.69714286
commit639--commit640,100
commit640--commit641,100
commit641--commit642,100
commit642--commit643,18.69714286
commit643--commit644,18.69714286
commit644--commit645,100
commit645--commit646,100
commit646--commit647,100
commit647--commit648,99.07023316
commit648--commit649,18.44003607
commit649--commit650,18.44003607
commit650--commit651,100
commit651--commit652,99.78768577
commit652--commit653,100
commit653--commit654,100
commit654--commit655,100
commit655--commit656,99.44946358
commit656--commit657,100
commit657--commit658,100
commit658--commit659,100
commit659--commit660,100
commit660--commit661,100
commit661--commit662,100
commit662--commit663,100
commit663--commit664,100
commit664--commit665,100
commit665--commit666,100
commit666--commit667,100
commit667--commit668,99.88721274
commit668--commit669,100
commit669--commit670,100
commit670--commit671,100
commit671--commit672,99.81697874
commit672--commit673,100
commit673--commit674,100
commit674--commit675,100
commit675--commit676,100
commit676--commit677,100
commit677--commit678,99.73318354
commit678--commit679,100
commit679--commit680,100
commit680--commit681,100
commit681--commit682,100
commit682--commit683,100
commit683--commit684,98.63509749
commit684--commit685,100
commit685--commit686,100
commit686--commit687,100
commit687--commit688,99.88931931
commit688--commit689,99.2434663
commit689--commit690,99.61832061
commit690--commit691,100
commit691--commit692,100
commit692--commit693,100
commit693--commit694,100
commit694--commit695,100
commit695--commit696,100
commit696--commit697,99.91844502
commit697--commit698,100
commit698--commit699,99.94560783
commit699--commit700,99.94560783
commit700--commit701,100
commit701--commit702,100
commit702--commit703,99.48627822
commit703--commit704,100
commit704--commit705,98.63709246
commit705--commit706,100
commit706--commit707,100
commit707--commit708,98.73161517
commit708--commit709,100
commit709--commit710,100
commit710--commit711,99.50886767
commit711--commit712,99.15161467
commit712--commit713,100
commit713--commit714,100
commit714--commit715,99.49000689
commit715--commit716,100
commit716--commit717,99.87596472
commit717--commit718,98.53585112
commit718--commit719,98.68632708
commit719--commit720,100
commit720--commit721,100
commit721--commit722,100
commit722--commit723,99.39097048
commit723--commit724,98.9222991
commit724--commit725,100
commit725--commit726,100
commit726--commit727,100
commit727--commit728,100
commit728--commit729,100
commit729--commit730,100
commit730--commit731,96.87582043
commit731--commit732,98.64971159
commit732--commit733,100
commit733--commit734,100
commit734--commit735,100
commit735--commit736,96.43284973
commit736--commit737,99.52178533
commit737--commit738,100
commit738--commit739,100
commit739--commit740,100
commit740--commit741,99.57705525
commit741--commit742,100
commit742--commit743,100
commit743--commit744,99.73614776
commit744--commit745,99.50274797
commit745--commit746,99.71598244
commit746--commit747,99.18393782
commit747--commit748,99.71402574
commit748--commit749,99.40698724
commit749--commit750,100
commit750--commit751,99.97436555
commit751--commit752,100
commit752--commit753,98.8553987
commit753--commit754,100
commit754--commit755,99.82325464
commit755--commit756,99.30965232
commit756--commit757,100
commit757--commit758,100
commit758--commit759,98.55990068
commit759--commit760,98.07572936
commit760--commit761,100
commit761--commit762,100
commit762--commit763,99.47486872
commit763--commit764,99.92484029
commit764--commit765,100
commit765--commit766,98.59294001
commit766--commit767,100
commit767--commit768,100
commit768--commit769,100
commit769--commit770,100
commit770--commit771,99.47960789
commit771--commit772,100
commit772--commit773,100
commit773--commit774,100
commit774--commit775,100
commit775--commit776,100
commit776--commit777,100
commit777--commit778,100
commit778--commit779,100
commit779--commit780,100
commit780--commit781,100
commit781--commit782,99.28666425
commit782--commit783,100
commit783--commit784,100
commit784--commit785,99.87853759
commit785--commit786,100
commit786--commit787,100
commit787--commit788,100
commit788--commit789,100
commit789--commit790,98.68974636
commit790--commit791,100
commit791--commit792,99.98810939
commit792--commit793,100
commit793--commit794,100
commit794--commit795,100
commit795--commit796,100
commit796--commit797,100
commit797--commit798,100
commit798--commit799,100
commit799--commit800,100
commit800--commit801,99.96433242
commit801--commit802,100
commit802--commit803,99.66875665
commit803--commit804,99.81293114
commit804--commit805,100
commit805--commit806,100
commit806--commit807,99.96516084
commit807--commit808,99.9419819
commit808--commit809,99.60775265
commit809--commit810,100
commit810--commit811,100
commit811--commit812,100
commit812--commit813,98.29389103
commit813--commit814,100
commit814--commit815,100
commit815--commit816,100
commit816--commit817,100
commit817--commit818,100
commit818--commit819,100
commit819--commit820,100
commit820--commit821,100
commit821--commit822,100
commit822--commit823,100
commit823--commit824,100
commit824--commit825,99.566367
commit825--commit826,99.95768091
commit826--commit827,100
commit827--commit828,100
commit828--commit829,100
commit829--commit830,100
commit830--commit831,99.95768091
commit831--commit832,99.80914007
commit832--commit833,99.56673359
commit833--commit834,99.55002093
commit834--commit835,100
commit835--commit836,100
commit836--commit837,100
commit837--commit838,100
commit838--commit839,100
commit839--commit840,100
commit840--commit841,99.52316782
commit841--commit842,100
commit842--commit843,100
commit843--commit844,99.88673806
commit844--commit845,100
commit845--commit846,100
commit846--commit847,100
commit847--commit848,100
commit848--commit849,100
commit849--commit850,100
commit850--commit851,97.77205664
commit851--commit852,100
commit852--commit853,99.84710941
commit853--commit854,100
commit854--commit855,99.95222169
commit855--commit856,100
commit856--commit857,99.72378322
commit857--commit858,99.88607234
commit858--commit859,100
commit859--commit860,100
commit860--commit861,99.63078671
commit861--commit862,100
commit862--commit863,100
commit863--commit864,96.42689234
commit864--commit865,99.94385177
commit865--commit866,100
commit866--commit867,99.96258535
commit867--commit868,100
commit868--commit869,100
commit869--commit870,99.95325792
commit870--commit871,100
commit871--commit872,98.34617553
commit872--commit873,100
commit873--commit874,100
commit874--commit875,99.95277227
commit875--commit876,100
commit876--commit877,100
commit877--commit878,100
commit878--commit879,100
commit879--commit880,99.96222495
commit880--commit881,100
commit881--commit882,99.01731399
commit882--commit883,100
commit883--commit884,100
commit884--commit885,99.87956272
commit885--commit886,100
commit886--commit887,99.69393434
commit887--commit888,99.87928313
commit888--commit889,99.76752836
commit889--commit890,99.94409764
commit890--commit891,100
commit891--commit892,99.99068728
commit892--commit893,98.85667246
commit893--commit894,99.55156951
commit894--commit895,99.89255014
commit895--commit896,99.99104264
commit896--commit897,100
commit897--commit898,99.8568873
commit898--commit899,97.33345636
commit899--commit900,97.44554455
commit900--commit901,99.96913898
commit901--commit902,99.25005137
commit902--commit903,98.29376855
commit903--commit904,99.87961038
commit904--commit905,100
commit905--commit906,100
commit906--commit907,99.90171454
commit907--commit908,100
commit908--commit909,100
commit909--commit910,100
commit910--commit911,100
commit911--commit912,100
commit912--commit913,99.80366492
commit913--commit914,99.70636215
commit914--commit915,99.97831273
commit915--commit916,99.92406986
commit916--commit917,99.04977864
commit917--commit918,100
commit918--commit919,100
commit919--commit920,99.88194892
commit920--commit921,100
commit921--commit922,100
commit922--commit923,100
commit923--commit924,100
commit924--commit925,100
commit925--commit926,100
commit926--commit927,95.12619669
commit927--commit928,99.23203511
commit928--commit929,98.88237847
commit929--commit930,99.96760259
commit930--commit931,98.27549041
commit931--commit932,99.18226813
commit932--commit933,99.97847147
commit933--commit934,100
commit934--commit935,100
commit935--commit936,100
commit936--commit937,100
commit937--commit938,100
commit938--commit939,99.28902295
commit939--commit940,100
commit940--commit941,100
commit941--commit942,100
commit942--commit943,100
commit943--commit944,100
commit944--commit945,100
commit945--commit946,100
commit946--commit947,98.362024
commit947--commit948,100
commit948--commit949,100
commit949--commit950,99.44105691
commit950--commit951,100
commit951--commit952,100
commit952--commit953,99.80630034
commit953--commit954,100
commit954--commit955,99.36273518
commit955--commit956,99.85940952
commit956--commit957,100
commit957--commit958,100
commit958--commit959,99.58025185
commit959--commit960,99.85082049
commit960--commit961,100
commit961--commit962,100
commit962--commit963,100
commit963--commit964,99.74216581
commit964--commit965,100
commit965--commit966,99.36983064
commit966--commit967,100
commit967--commit968,99.90220049
commit968--commit969,100
commit969--commit970,99.95117664
commit970--commit971,100
commit971--commit972,99.8340654
commit972--commit973,100
commit973--commit974,99.2629717
commit974--commit975,99.95055869
commit975--commit976,99.87149071
commit976--commit977,99.8517347
commit977--commit978,100
commit978--commit979,99.72351141
commit979--commit980,99.89156151
commit980--commit981,99.93108201
commit981--commit982,100
commit982--commit983,98.99705015
commit983--commit984,100
commit984--commit985,99.68676586
commit985--commit986,99.30954002
commit986--commit987,99.8738966
commit987--commit988,99.96119142
commit988--commit989,100
commit989--commit990,99.87387213
commit990--commit991,98.35180723
commit991--commit992,99.15910809
commit992--commit993,100
commit993--commit994,99.47770938
commit994--commit995,100
commit995--commit996,100
commit996--commit997,100
commit997--commit998,100
commit998--commit999,100
commit999--commit1000,100
commit1000--commit1001,100
commit1001--commit1002,99.60455701
commit1002--commit1003,100
commit1003--commit1004,99.80051297
commit1004--commit1005,100
commit1005--commit1006,99.96202772
commit1006--commit1007,100
commit1007--commit1008,100
commit1008--commit1009,100
commit1009--commit1010,98.53945372
commit1010--commit1011,99.60362401
commit1011--commit1012,98.58608262
commit1012--commit1013,99.66540061
commit1013--commit1014,100
commit1014--commit1015,100
commit1015--commit1016,99.40854915
commit1016--commit1017,100
commit1017--commit1018,89.22502334
commit1018--commit1019,97.54083148
commit1019--commit1020,100
commit1020--commit1021,100
commit1021--commit1022,99.92062792
commit1022--commit1023,99.98236643
commit1023--commit1024,97.78976679
commit1024--commit1025,99.96564459
commit1025--commit1026,99.54506438
commit1026--commit1027,99.7591605
commit1027--commit1028,94.58898781
commit1028--commit1029,98.00771208
commit1029--commit1030,100
commit1030--commit1031,91.93212266
commit1031--commit1032,100
commit1032--commit1033,97.7742916
commit1033--commit1034,97.36711376
commit1034--commit1035,100
commit1035--commit1036,100
commit1036--commit1037,100
commit1037--commit1038,100
commit1038--commit1039,100
commit1039--commit1040,100
commit1040--commit1041,96.10914106
commit1041--commit1042,100
commit1042--commit1043,100
commit1043--commit1044,99.84060009
commit1044--commit1045,99.69118473
commit1045--commit1046,98.15450246
commit1046--commit1047,100
commit1047--commit1048,99.93557294
commit1048--commit1049,100
commit1049--commit1050,100
commit1050--commit1051,99.79777553
commit1051--commit1052,99.15214758
commit1052--commit1053,100
commit1053--commit1054,100
commit1054--commit1055,99.54768187
commit1055--commit1056,100
commit1056--commit1057,98.27894291
commit1057--commit1058,99.96233167
commit1058--commit1059,99.88711195
commit1059--commit1060,100
commit1060--commit1061,96.52361319
commit1061--commit1062,99.91595069
commit1062--commit1063,98.59838769
commit1063--commit1064,100
commit1064--commit1065,98.59838769
commit1065--commit1066,100
commit1066--commit1067,100
commit1067--commit1068,100
commit1068--commit1069,97.24395448
commit1069--commit1070,99.86440678
commit1070--commit1071,99.72147198
commit1071--commit1072,100
commit1072--commit1073,100
commit1073--commit1074,100
commit1074--commit1075,100
commit1075--commit1076,100
commit1076--commit1077,100
commit1077--commit1078,100
commit1078--commit1079,99.94952044
commit1079--commit1080,100
commit1080--commit1081,99.94117153
commit1081--commit1082,99.92443325
commit1082--commit1083,100
commit1083--commit1084,100
commit1084--commit1085,100
commit1085--commit1086,100
commit1086--commit1087,100
commit1087--commit1088,99.83262198
commit1088--commit1089,99.7747184
commit1089--commit1090,99.42312516
commit1090--commit1091,99.9665384
commit1091--commit1092,100
commit1092--commit1093,95.74430669
commit1093--commit1094,99.9907184
commit1094--commit1095,100
commit1095--commit1096,100
commit1096--commit1097,100
commit1097--commit1098,99.84222738
commit1098--commit1099,100
commit1099--commit1100,99.78683967
commit1100--commit1101,100
commit1101--commit1102,96.93819694
commit1102--commit1103,99.62358846
commit1103--commit1104,99.93246503
commit1104--commit1105,99.95179794
commit1105--commit1106,100
commit1106--commit1107,99.50052829
commit1107--commit1108,97.56461696
commit1108--commit1109,100
commit1109--commit1110,100
commit1110--commit1111,100
commit1111--commit1112,99.85449254
commit1112--commit1113,99.97272975
commit1113--commit1114,99.77272727
commit1114--commit1115,100
commit1115--commit1116,100
commit1116--commit1117,100
commit1117--commit1118,100
commit1118--commit1119,97.27288671
commit1119--commit1120,99.91527578
commit1120--commit1121,100
commit1121--commit1122,99.96610744
commit1122--commit1123,100
commit1123--commit1124,99.67983823
commit1124--commit1125,99.94972769
commit1125--commit1126,100
commit1126--commit1127,99.79023326
commit1127--commit1128,100
commit1128--commit1129,100
commit1129--commit1130,99.91606513
commit1130--commit1131,100
commit1131--commit1132,99.53715392
commit1132--commit1133,100
commit1133--commit1134,99.55641111
commit1134--commit1135,99.94199055
commit1135--commit1136,100
commit1136--commit1137,100
commit1137--commit1138,99.99171774
commit1138--commit1139,100
commit1139--commit1140,100
commit1140--commit1141,100
commit1141--commit1142,99.59064327
commit1142--commit1143,100
commit1143--commit1144,97.73443489
commit1144--commit1145,99.71568881
commit1145--commit1146,100
commit1146--commit1147,99.93966557
commit1147--commit1148,100
commit1148--commit1149,98.0267233
commit1149--commit1150,98.19970304
commit1150--commit1151,100
commit1151--commit1152,99.89590234
commit1152--commit1153,96.90349373
commit1153--commit1154,100
commit1154--commit1155,99.99135994
commit1155--commit1156,100
commit1156--commit1157,99.23284805
commit1157--commit1158,100
commit1158--commit1159,100
commit1159--commit1160,100
commit1160--commit1161,99.67418105
commit1161--commit1162,100
commit1162--commit1163,100
commit1163--commit1164,100
commit1164--commit1165,99.65095986
commit1165--commit1166,100
commit1166--commit1167,99.93948301
commit1167--commit1168,99.78459418
commit1168--commit1169,98.72855526
commit1169--commit1170,100
commit1170--commit1171,97.71661209
commit1171--commit1172,100
commit1172--commit1173,100
commit1173--commit1174,99.96457042
commit1174--commit1175,100
commit1175--commit1176,100
commit1176--commit1177,100
commit1177--commit1178,100
commit1178--commit1179,100
commit1179--commit1180,99.88503714
commit1180--commit1181,99.61144472
commit1181--commit1182,100
commit1182--commit1183,99.96467367
commit1183--commit1184,100
commit1184--commit1185,100
commit1185--commit1186,100
commit1186--commit1187,99.97350525
commit1187--commit1188,99.94702922
commit1188--commit1189,100
commit1189--commit1190,99.72660728
commit1190--commit1191,99.95591995
commit1191--commit1192,100
commit1192--commit1193,99.96472041
commit1193--commit1194,100
commit1194--commit1195,100
commit1195--commit1196,100
commit1196--commit1197,100
commit1197--commit1198,100
commit1198--commit1199,96.67055551
commit1199--commit1200,98.61274821
commit1200--commit1201,100
commit1201--commit1202,100
commit1202--commit1203,100
commit1203--commit1204,100
commit1204--commit1205,100
commit1205--commit1206,100
commit1206--commit1207,99.67608422
commit1207--commit1208,96.05665093
commit1208--commit1209,100
commit1209--commit1210,96.78744864
commit1210--commit1211,99.99084919
commit1211--commit1212,100
commit1212--commit1213,100
commit1213--commit1214,100
commit1214--commit1215,100
